ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Cleaned_SMILES
A-267,"sodium 2-{2,5-dichloro-4-[(E)-2-(2-methyl-1H-indol-3-yl)diazen-1-yl]benzenesulfonamido}ethane-1-sulfonate","InChI=1S/C17H16Cl2N4O5S2.Na/c1-10-17(11-4-2-3-5-14(11)21-10)23-22-15-8-13(19)16(9-12(15)18)30(27,28)20-6-7-29(24,25)26;/h2-5,8-9,20,22H,6-7H2,1H3,(H,24,25,26);/q;+1/p-1/b23-17+;",IQWBFKOZXPTGNT-YFZNFVDXSA-M,[Na+].CC\1=Nc2ccccc2C1=N/Nc3cc(Cl)c(cc3Cl)[S](=O)(=O)NCC[S]([O-])(=O)=O,-3.756179517,0.092818288,2,G3,513.36,-0.2569,115.5854,31,8,2,14,7,160,2,0,1,3,140.12,211.5772261,3.41e-06,1281.422245,
A-271,barium(+2) cation; iron(+3) cation; oxygen(-2) anion,InChI=1S/Ba.12Fe.19O/q+2;12*+3;19*-2,HPYIMVBXZPJVBV-UHFFFAOYSA-N,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Ba++],-8.744859544,0.0,1,G1,1111.449,-2.668,18.7975,32,0,0,32,0,212,0,0,0,0,541.5,351.2263767,0.0,36.26982724,
A-277,dipotassium; oxygen(-2) anion; titanium(+4) cation,InChI=1S/2K.3O.Ti/q2*+1;3*-2;+4,KEWYKJOOCFOYTD-UHFFFAOYSA-N,[O--].[O--].[O--].[K+].[K+].[Ti+4],-5.583643126,0.316660188,3,G5,174.06,-6.3509,2.0595,6,0,0,6,0,24,0,0,0,0,85.5,136.6620011,0.0,8.754887502,
A-280,"zinc bis[O,O-bis(2-ethylhexyl)] bis(dithiophosphate)","InChI=1S/2C16H35O2PS2.Zn/c2*1-5-9-11-15(7-3)13-17-19(20,21)18-14-16(8-4)12-10-6-2;/h2*15-16H,5-14H2,1-4H3,(H,20,21);/q;;+2/p-2",OECQDNKCDGGPFY-UHFFFAOYSA-L,[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC.CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC,-4.928855971,0.0,1,G1,772.498,12.4451,200.332,43,8,0,11,28,256,0,0,0,0,36.92,302.789615,-7.27e-07,589.7531357,
A-300,sodium hydrogen (2S)-2-dodecanamidopentanedioate,"InChI=1S/C17H31NO5.Na/c1-2-3-4-5-6-7-8-9-10-11-15(19)18-14(17(22)23)12-13-16(20)21;/h14H,2-13H2,1H3,(H,18,19)(H,20,21)(H,22,23);/q;+1/p-1/t14-;/m0./s1",IWIUXJGIDSGWDN-UQKRIMTDSA-M,[Na+].CCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,-3.60911048,0.554343232,2,G2,351.419,-0.9892,85.6515,24,4,2,7,15,134,0,0,0,0,106.53,166.6146205,0.0,362.8900644,
A-307,"cobalt(3+) ion 9-(2-carboxyphenyl)-6-(diethylamino)-N,N-diethyl-3H-xanthen-3-iminium bis(3-methyl-4-[(E)-2-(2-oxido-5-{[3-(propan-2-yloxy)propyl]sulfamoyl}phenyl)diazen-1-yl]-1-phenyl-1H-pyrazol-5-olate)","InChI=1S/C28H30N2O3.2C22H27N5O5S.Co/c1-5-29(6-2)19-13-15-23-25(17-19)33-26-18-20(30(7-3)8-4)14-16-24(26)27(23)21-11-9-10-12-22(21)28(31)32;2*1-15(2)32-13-7-12-23-33(30,31)18-10-11-20(28)19(14-18)24-25-21-16(3)26-27(22(21)29)17-8-5-4-6-9-17;/h9-18H,5-8H2,1-4H3;2*4-6,8-11,14-15,23,28-29H,7,12-13H2,1-3H3;/q;;;+3/p-3",WUVJFYRTCZOXAH-UHFFFAOYSA-K,[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,-3.235762244,0.025805925,2,G3,1445.578,12.59564,375.0533,100,21,3,28,28,528,10,0,0,10,343.2,592.3333203,2.1e-07,4439.279828,
A-316,"4,4'-Isopropylidenediphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane, esters with acrylic acid","InChI=1S/C15H16O2.C3H5ClO.C3H4O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12;4-1-3-2-5-3;1-2-3(4)5/h3-10,16-17H,1-2H3;3H,1-2H2;2H,1H2,(H,4,5)",RYSXGWPNVZQNNB-UHFFFAOYSA-N,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.OC(=O)C=C.ClCC3CO3,-3.680444963,0.385515755,2,G3,392.879,4.3047,106.6344,27,4,3,6,4,146,2,1,1,3,90.29,164.0502393,2.98e-07,671.7421159,
A-342,magnesium(2+) ion dimethanolate,InChI=1S/2CH3O.Mg/c2*1-2;/h2*1H3;/q2*-1;+2,CRGZYKWWYNQGEC-UHFFFAOYSA-N,[Mg++].C[O-].C[O-],-3.994369951,2.247217478,5,G4,86.373,-2.4278,17.602,5,2,0,3,0,28,0,0,0,0,46.12,47.96838761,-1.33e-08,7.609640474,
A-343,cadmium,InChI=1S/Cd/q+2,WLZRMCYVCSSEQC-UHFFFAOYSA-N,[Cd++],-4.111293422,0.288895708,2,G3,112.412,-0.0025,0.0,1,0,0,1,0,0,0,0,0,0,0.0,27.65102933,0.0,0.0,
A-355,"calcium 4,5-dichloro-2-[(E)-2-[3-methyl-5-oxo-1-(3-sulfonatophenyl)-4,5-dihydro-1H-pyrazol-4-yl]diazen-1-yl]benzene-1-sulfonate","InChI=1S/C16H12Cl2N4O7S2.Ca/c1-8-15(20-19-13-6-11(17)12(18)7-14(13)31(27,28)29)16(23)22(21-8)9-3-2-4-10(5-9)30(24,25)26;/h2-7,15H,1H3,(H,24,25,26)(H,27,28,29);/q;+2/p-2",KJAXOZTWNHRZQG-UHFFFAOYSA-L,[Ca++].CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O,-3.839084061,0.0,1,G1,545.395,2.2958,113.4834,32,10,0,16,5,164,2,0,1,3,171.79,222.1555992,3.63e-06,1364.436943,
A-362,"cobalt(2+);2-ethyl-2,5-dimethylhexanoate","InChI=1S/2C10H20O2.Co/c2*1-5-10(4,9(11)12)7-6-8(2)3;/h2*8H,5-7H2,1-4H3,(H,11,12);/q;;+2/p-2",KOKXAPDKXDSOEG-UHFFFAOYSA-L,[Co++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O,-2.716017407,0.0,1,G1,401.453,3.1751,94.954,25,4,0,5,10,151,0,0,0,0,80.26,164.9105275,-3.72e-07,345.892443,
A-367,"disodium 2,2'-ethene-1,2-diylbis[5-({4-anilino-6-[(2-hydroxyethyl)(methyl)amino]-1,3,5-triazin-2-yl}amino)benzenesulfonate]","InChI=1S/C38H40N12O8S2.2Na/c1-49(19-21-51)37-45-33(39-27-9-5-3-6-10-27)43-35(47-37)41-29-17-15-25(31(23-29)59(53,54)55)13-14-26-16-18-30(24-32(26)60(56,57)58)42-36-44-34(40-28-11-7-4-8-12-28)46-38(48-36)50(2)20-22-52;;/h3-18,23-24,51-52H,19-22H2,1-2H3,(H,53,54,55)(H,56,57,58)(H2,39,41,43,45,47)(H2,40,42,44,46,48);;/q;2*+1/p-2/b14-13+;;",VVYVUOFMPAXVCH-QDBORUFSSA-L,[Na+].[Na+].CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-3.069321152,0.0,1,G1,900.912,-2.1254,224.1188,62,20,6,24,18,312,6,0,0,6,286.8,401.6563508,4.22e-06,2525.077197,
A-376,cobalt(2+) dipropanoate,"InChI=1S/2C3H6O2.Co/c2*1-2-3(4)5;/h2*2H2,1H3,(H,4,5);/q;;+2/p-2",TZWGXFOSKIHUPW-UHFFFAOYSA-L,[Co++].CCC([O-])=O.CCC([O-])=O,-0.437662317,0.0,1,G1,205.075,-1.7099,30.596,11,4,0,5,2,67,0,0,0,0,80.26,75.80133794,-1.07e-07,99.14991062,
A-385,sodium (methylcarbamothioyl)sulfanide,"InChI=1S/C2H5NS2.Na/c1-3-2(4)5;/h1H3,(H2,3,4,5);/q;+1/p-1",AFCCDDWKHLHPDF-UHFFFAOYSA-M,[Na+].CNC([S-])=S,0.747325108,0.0,1,G1,129.185,-2.9584,29.0227,6,2,1,4,0,30,0,0,0,0,12.03,70.58130186,0.0,46.81274391,
A-390,"(3E)-penta-1,3-diene; (3Z)-penta-1,3-diene; cyclopentene","InChI=1S/3C5H8/c1-2-4-5-3-1;2*1-3-5-4-2/h1-2H,3-5H2;2*3-5H,1H2,2H3/b;5-4+;5-4-",UEGXXVLLCWTKGN-GIHNHNQOSA-N,C\C=C/C=C.C/C=C/C=C.C1CC=CC1,-2.454265074,0.277547224,2,G3,204.357,5.2235,73.013,15,0,0,0,2,84,0,0,1,1,0.0,95.40625662,0.0,182.0782,
A-396,"hexasodium 4-amino-3-[2-(5-{[4-chloro-6-({3-[2-(sulfonatooxy)ethanesulfonyl]phenyl}amino)-1,3,5-triazin-2-yl]amino}-2-sulfonatophenyl)diazen-1-yl]-6-[2-(1,5-disulfonatonaphthalen-2-yl)diazen-1-yl]-5-hydroxynaphthalene-2,7-disulfonate","InChI=1S/C37H29ClN10O22S7.6Na/c38-35-42-36(40-18-3-1-4-20(15-18)71(50,51)12-11-70-77(67,68)69)44-37(43-35)41-19-7-10-26(73(55,56)57)24(16-19)46-47-31-27(74(58,59)60)13-17-14-28(75(61,62)63)32(33(49)29(17)30(31)39)48-45-23-9-8-21-22(34(23)76(64,65)66)5-2-6-25(21)72(52,53)54;;;;;;/h1-10,13-16,49H,11-12,39H2,(H,52,53,54)(H,55,56,57)(H,58,59,60)(H,61,62,63)(H,64,65,66)(H,67,68,69)(H2,40,41,42,43,44);;;;;;/q;6*+1/p-6",CRBABZUVIKGIMW-UHFFFAOYSA-H,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S](=O)(=O)CCO[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5cc(c(N=Nc6ccc7c(cccc7[S]([O-])(=O)=O)c6[S]([O-])(=O)=O)c(O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.277021164,0.210681394,2,G3,1357.501,-14.7678,254.1296,83,32,4,46,18,408,7,0,0,7,544.99,608.0427692,5.74e-06,4584.921612,
A-405,"1-phenylethan-1-aminium hydrate hydrogen [(2R,3S)-3-methyloxiran-2-yl]phosphonate","InChI=1S/C8H11N.C3H7O4P.H2O/c1-7(9)8-5-3-2-4-6-8;1-2-3(7-2)8(4,5)6;/h2-7H,9H2,1H3;2-3H,1H3,(H2,4,5,6);1H2/t;2-,3+;/m.0./s1",XDXCFDPDYZSCAG-AFHMRPNKSA-N,O.CC([NH3+])c1ccccc1.C[C@@H]2O[C@@H]2[P](O)([O-])=O,-0.594139338,0.0,1,G1,277.257,-0.5583,65.5192,18,3,2,7,2,104,1,1,1,2,132.03,106.241711,3.06e-07,391.6798625,
A-407,"disodium 2-(2,4,5,7-tetraiodo-6-oxido-3-oxoxanthen-9-yl)benzoate","InChI=1S/C20H8I4O5.2Na/c21-11-5-9-13(7-3-1-2-4-8(7)20(27)28)10-6-12(22)17(26)15(24)19(10)29-18(9)14(23)16(11)25;;/h1-6,25H,(H,27,28);;/q;2*+1/p-2",IINNWAYUJNWZRM-UHFFFAOYSA-L,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,-1.099315041,0.054572235,2,G3,879.859,-1.5717,139.1865,31,5,0,11,2,146,2,0,2,4,93.4,275.1617033,1.71e-06,1370.393242,
A-426,tricalcium diphosphate,"InChI=1S/3Ca.2H3O4P/c;;;2*1-5(2,3)4/h;;;2*(H3,1,2,3,4)/q3*+2;;/p-6",QORWJWZARLRLPR-UHFFFAOYSA-H,[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-4.605114666,0.034462678,2,G3,310.174,-6.7916,32.475,13,8,0,13,0,64,0,0,0,0,172.5,163.5920679,-2.67e-08,129.6986276,
A-436,dimethyl(octadecyl)amine,"InChI=1S/C20H43N.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(2)3;/h4-20H2,1-3H3;1H",PFKRTWCFCOUBHS-UHFFFAOYSA-N,[Cl-].CCCCCCCCCCCCCCCCCC[NH+](C)C,-4.678690034,0.0,1,G1,334.032,2.3964,97.2237,22,0,1,2,17,136,0,0,0,0,4.44,147.5860781,0.0,182.5460575,
A-441,tetrabutylazanium bromide,"InChI=1S/C16H36N.BrH/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4;/h5-16H2,1-4H3;1H/q+1;/p-1",JRMUNVKIHCOMHV-UHFFFAOYSA-M,[Br-].CCCC[N+](CCCC)(CCCC)CCCC,1.332024844,0.0,1,G1,322.375,2.0076,79.3604,18,0,0,2,12,112,0,0,0,0,0.0,126.69589,0.0,121.6661751,
A-444,cadmium dihydroxide,InChI=1S/Cd.2H2O/h;2*1H2/q+2;;/p-2,PLLZRTNVEXYBNA-UHFFFAOYSA-L,[OH-].[OH-].[Cd++],-3.323633394,0.0,1,G1,146.426,-0.3561,3.8716,3,2,0,3,0,16,0,0,0,0,60.0,38.61253619,0.0,2.754887502,
A-445,"(2R)-6-fluoro-2-[(2R)-oxiran-2-yl]-3,4-dihydro-2H-1-benzopyran; (2R)-6-fluoro-2-[(2S)-oxiran-2-yl]-3,4-dihydro-2H-1-benzopyran; (2S)-6-fluoro-2-[(2R)-oxiran-2-yl]-3,4-dihydro-2H-1-benzopyran; (2S)-6-fluoro-2-[(2S)-oxiran-2-yl]-3,4-dihydro-2H-1-benzopyran","InChI=1S/4C11H11FO2/c4*12-8-2-4-9-7(5-8)1-3-10(14-9)11-6-13-11/h4*2,4-5,10-11H,1,3,6H2/t2*10-,11+;2*10-,11-/m1010/s1",KCFGCDSNSLCBLY-IOLMCIFPSA-N,Fc1ccc2O[C@@H](CCc2c1)[C@@H]3CO3.Fc4ccc5O[C@@H](CCc5c4)[C@H]6CO6.Fc7ccc8O[C@H](CCc8c7)[C@@H]9CO9.Fc%10ccc%11O[C@H](CCc%11c%10)[C@H]%12CO%12,-3.052101177,0.0,1,G1,776.82,7.6724,195.508,56,8,0,12,4,296,4,4,8,12,87.04,322.4428757,9.75e-08,1727.220824,
A-453,"disodium benzene-1,3-disulfonate","InChI=1S/C6H6O6S2.2Na/c7-13(8,9)5-2-1-3-6(4-5)14(10,11)12;;/h1-4H,(H,7,8,9)(H,10,11,12);;/q;2*+1/p-2",XWPWZOJBTOJEGW-UHFFFAOYSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1cccc(c1)[S]([O-])(=O)=O,0.370947285,0.0,1,G1,282.206,-6.4972,42.3684,16,6,0,10,2,78,1,0,0,1,114.4,137.5154744,0.0,502.8864219,
A-471,"trisodium (3Z)-7-({4-chloro-6-[ethyl({3-[2-(sulfonatooxy)ethanesulfonyl]phenyl})amino]-1,3,5-triazin-2-yl}amino)-3-[2-(4-methoxy-2-sulfonatophenyl)hydrazin-1-ylidene]-4-oxo-3,4-dihydronaphthalene-2-sulfonate","InChI=1S/C30H28ClN7O14S4.3Na/c1-3-38(19-5-4-6-21(15-19)53(40,41)12-11-52-56(48,49)50)30-34-28(31)33-29(35-30)32-18-7-9-22-17(13-18)14-25(55(45,46)47)26(27(22)39)37-36-23-10-8-20(51-2)16-24(23)54(42,43)44;;;/h4-10,13-16,36H,3,11-12H2,1-2H3,(H,42,43,44)(H,45,46,47)(H,48,49,50)(H,32,33,34,35);;;/q;3*+1/p-3/b37-26-;;;",FTXPZBYCIGOUHZ-WPJWCKLJSA-K,[Na+].[Na+].[Na+].CCN(c1cccc(c1)[S](=O)(=O)CCO[S]([O-])(=O)=O)c2nc(Cl)nc(Nc3ccc4C(=O)C(=N/Nc5ccc(OC)cc5[S]([O-])(=O)=O)\C(=Cc4c3)[S]([O-])(=O)=O)n2,-1.161671108,0.142667504,2,G3,940.256,-6.8477,195.4053,59,21,2,29,15,298,4,0,1,5,319.6,409.228079,4e-06,2764.940914,
A-472,zinc dihydroxide,InChI=1S/2H2O.Zn/h2*1H2;/q;;+2/p-2,UGZADUVQMDAIAO-UHFFFAOYSA-L,[OH-].[OH-].[Zn++],-2.185828855,0.0,1,G1,99.404,-0.3561,3.8716,3,2,0,3,0,16,0,0,0,0,60.0,31.21331266,0.0,2.754887502,
A-483,"disodium {1-ethyl-5-[(E)-2-(4-{4-[(E)-2-[1-ethyl-2-hydroxy-4-methyl-6-oxo-5-(sulfonatomethyl)-1,6-dihydropyridin-3-yl]diazen-1-yl]benzenesulfonyl}phenyl)diazen-1-yl]-6-hydroxy-4-methyl-2-oxo-1,2-dihydropyridin-3-yl}methanesulfonate","InChI=1S/C30H32N6O12S3.2Na/c1-5-35-27(37)23(15-49(41,42)43)17(3)25(29(35)39)33-31-19-7-11-21(12-8-19)51(47,48)22-13-9-20(10-14-22)32-34-26-18(4)24(16-50(44,45)46)28(38)36(6-2)30(26)40;;/h7-14,39-40H,5-6,15-16H2,1-4H3,(H,41,42,43)(H,44,45,46);;/q;2*+1/p-2",CMXLXDYHEIIMLD-UHFFFAOYSA-L,[Na+].[Na+].CCN1C(=C(N=Nc2ccc(cc2)[S](=O)(=O)c3ccc(cc3)N=NC4=C(O)N(CC)C(=O)C(=C4C)C[S]([O-])(=O)=O)C(=C(C[S]([O-])(=O)=O)C1=O)C)O,-2.10218738,0.0,1,G1,808.781,-2.16016,179.0458,53,18,2,23,12,272,4,0,0,4,282.44,347.8959986,4.86e-06,2366.921368,
A-501,strontium(2+) ion hydrogen phosphate,"InChI=1S/H3O4P.Sr/c1-5(2,3)4;/h(H3,1,2,3,4);/q;+2/p-3",HKSVWJWYDJQNEV-UHFFFAOYSA-K,[Sr++].[O-][P]([O-])([O-])=O,-3.468385388,0.0,1,G1,182.59,-3.2054,13.3605,6,4,0,6,0,32,0,0,0,0,86.25,71.69461663,0.0,53.6836744,
A-523,ammonium fluoride hydrofluoride,InChI=1S/2FH.H3N/h2*1H;1H3,KVBCYCWRDBDGBG-UHFFFAOYSA-N,[H+].[NH4+].[F-].[F-],1.023394133,0.0,1,G1,57.043,-5.5033,7.0968,3,0,1,3,0,24,0,0,0,0,36.5,18.44635242,0.0,6.0,
A-547,"1,3-xylene; 1,4-diethylcyclohexane; 8,15-diethylhexacosane; anthracene; naphthalene; tetradecahydroanthracene; triacontane","InChI=1S/2C30H62.C14H24.C14H10.C10H8.C10H20.C8H10/c1-5-9-11-13-14-15-16-18-22-26-30(8-4)28-24-20-19-23-27-29(7-3)25-21-17-12-10-6-2;1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2;2*1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1;1-2-6-10-8-4-3-7-9(10)5-1;1-3-9-5-7-10(4-2)8-6-9;1-7-4-3-5-8(2)6-7/h29-30H,5-28H2,1-4H3;3-30H2,1-2H3;11-14H,1-10H2;1-10H;1-8H;9-10H,3-8H2,1-2H3;3-6H,1-2H3",DXACIACMWHJFHD-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCC(CC)CCCCCCC(CC)CCCCCCC.CCC1CCC(CC)CC1.Cc2cccc(C)c2.C3CCC4CC5CCCCC5CC4C3.c6ccc7ccccc7c6.c8ccc9cc%10ccccc%10cc9c8,-5.405053261,0.597257171,2,G2,1590.844,40.75184,528.586,116,0,0,0,54,660,6,4,4,10,0.0,724.9872693,3e-07,2772.249808,
A-550,anthracene; benzene; ethylbenzene; naphthalene; tetradecane,"InChI=1S/C14H10.C14H30.C10H8.C8H10.C6H6/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1;1-3-5-7-9-11-13-14-12-10-8-6-4-2;1-2-6-10-8-4-3-7-9(10)5-1;1-2-8-6-4-3-5-7-8;1-2-4-6-5-3-1/h1-10H;3-14H2,1-2H3;1-8H;3-7H,2H2,1H3;1-6H",PBMFOKZETGSLTK-UHFFFAOYSA-N,CCCCCCCCCCCCCC.CCc1ccccc1.c2ccccc2.c3ccc4ccccc4c3.c5ccc6cc7ccccc7cc6c5,-5.041697833,0.597257171,2,G2,689.084,16.4758,234.416,52,0,0,0,12,272,7,0,0,7,0.0,316.5100778,1.81e-07,1628.020828,
A-576,lead(+2) cation dicarbonate dihydroxide,"InChI=1S/2CH2O3.2H2O.3Pb/c2*2-1(3)4;;;;;/h2*(H2,2,3,4);2*1H2;;;/q;;;;3*+2/p-6",RYZCLUQMCYZBJQ-UHFFFAOYSA-H,[OH-].[OH-].[Pb++].[Pb++].[Pb++].[O-]C([O-])=O.[O-]C([O-])=O,-5.547231918,0.05598688,2,G3,775.63,-6.39,31.9256,13,8,0,11,0,70,0,0,0,0,186.38,133.4191651,-8e-09,75.38992885,
A-594,strontium 4-[(4-chloro-5-methyl-2-sulphonatophenyl)azo]-3-hydroxy-2-naphthoate (1:1),"InChI=1S/C18H13ClN2O6S.Sr/c1-9-6-14(15(8-13(9)19)28(25,26)27)20-21-16-11-5-3-2-4-10(11)7-12(17(16)22)18(23)24;/h2-8,20H,1H3,(H,23,24)(H,25,26,27);/q;+2/p-2/b21-16+;",ZZUKBDPLHIIUFR-JEBHESKQSA-L,[Sr++].Cc1cc(N\N=C/2C(=O)C(=Cc3ccccc23)C([O-])=O)c(cc1Cl)[S]([O-])(=O)=O,-3.944100371,1.792165612,2,G2,506.434,0.70392,104.4989,29,8,1,11,4,144,2,0,1,3,138.79,207.8352125,3e-06,1190.832657,
A-604,iron(3+) ion tris(4-methylbenzene-1-sulfonate),"InChI=1S/3C7H8O3S.Fe/c3*1-6-2-4-7(5-3-6)11(8,9)10;/h3*2-5H,1H3,(H,8,9,10);/q;;;+3/p-3",FYMCOOOLDFPFPN-UHFFFAOYSA-K,[Fe+3].Cc1ccc(cc1)[S]([O-])(=O)=O.Cc2ccc(cc2)[S]([O-])(=O)=O.Cc3ccc(cc3)[S]([O-])(=O)=O,-0.008033112,0.0,1,G1,569.436,2.69486,117.4266,34,9,0,13,3,185,3,0,0,3,171.6,210.1336085,4.73e-07,1190.610941,
A-607,ammonium iodide,InChI=1S/HI.H3N/h1H;1H3,UKFWSNCTAHXBQN-UHFFFAOYSA-N,[NH4+].[I-],1.08677602,0.0,1,G1,144.943,-2.6198,5.9848,2,0,1,2,0,16,0,0,0,0,36.5,30.64802054,0.0,2.0,
A-619,carbon monoxide; iron,InChI=1S/5CO.Fe/c5*1-2;,FYOFOKCECDGJBF-UHFFFAOYSA-N,[Fe].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+],-3.292023351,0.178273662,2,G3,195.895,-0.19005,19.6475,11,0,0,6,0,58,0,0,0,0,99.5,74.22020095,-6.94e-09,73.43782579,
A-646,cobalt(2+) bis(4-oxopent-2-en-2-olate),"InChI=1S/2C5H8O2.Co/c2*1-4(6)3-5(2)7;/h2*3,6H,1-2H3;/q;;+2/p-2",UTYYEGLZLFAFDI-UHFFFAOYSA-L,[Co++].CC([O-])=CC(C)=O.CC([O-])=CC(C)=O,-1.697530099,0.01698804,2,G3,257.151,-0.3235,48.876,15,4,0,5,2,87,0,0,0,0,80.26,99.88190033,-1.8e-07,230.5959536,
A-653,Cobalt molybdate,InChI=1S/Co.Mo.4O/q+2;;;;2*-1,KYYSIVCCYWZZLR-UHFFFAOYSA-N,[Co++].[O-][Mo]([O-])(=O)=O,-2.634320541,0.0,1,G1,218.869,-2.6206,1.373,6,4,0,6,0,39,0,0,0,0,80.26,48.09100054,0.0,90.71649287,
A-660,bis(4-hydroxy-N-methylanilinium) sulfate,"InChI=1S/2C7H9NO.H2O4S/c2*1-8-6-2-4-7(9)5-3-6;1-5(2,3)4/h2*2-5,8-9H,1H3;(H2,1,2,3,4)",ZVNPWFOVUDMGRP-UHFFFAOYSA-N,CNc1ccc(O)cc1.CNc2ccc(O)cc2.O[S](O)(=O)=O,-0.838079267,0.106498411,2,G3,344.389,2.215,89.4844,23,6,6,9,2,128,2,0,0,2,139.12,134.5501094,3.32e-07,603.1717765,
A-661,"trisodium (4E)-3-oxo-4-[2-(4-sulfonatonaphthalen-1-yl)hydrazin-1-ylidene]-3,4-dihydronaphthalene-2,7-disulfonate","InChI=1S/C20H14N2O10S3.3Na/c23-20-18(35(30,31)32)10-11-9-12(33(24,25)26)5-6-13(11)19(20)22-21-16-7-8-17(34(27,28)29)15-4-2-1-3-14(15)16;;;/h1-10,21H,(H,24,25,26)(H,27,28,29)(H,30,31,32);;;/q;3*+1/p-3/b22-19+;;;",VOBHRQFELWTZFS-DXVNCNPQSA-K,[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1ccc2c(c1)C=C(C(=O)/C2=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.082414087,0.039590623,2,G3,604.483,-8.055,119.1573,38,12,1,18,5,182,3,0,1,4,213.06,283.6374458,2.41e-06,1821.948433,
A-669,aluminium(3+) ion 6-sulfonato-1-[(E)-2-(4-sulfonatophenyl)diazen-1-yl]naphthalen-2-olate,"InChI=1S/C16H12N2O7S2.Al/c19-15-8-1-10-9-13(27(23,24)25)6-7-14(10)16(15)18-17-11-2-4-12(5-3-11)26(20,21)22;/h1-9,19H,(H,20,21,22)(H,23,24,25);/q;+3/p-3",FFVVMXXUKCHQFS-UHFFFAOYSA-K,[Al+3].[O-]c1ccc2cc(ccc2c1N=Nc3ccc(cc3)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-2.936886553,0.0,1,G1,432.371,1.7562,95.6924,28,9,0,12,4,140,3,0,0,3,162.18,170.5419585,2.8e-06,1272.34066,
A-686,barium(+2) cation; dioxidoboron,InChI=1S/BO2.Ba/c2-1-3;/q-2;+2,MLPBXDBEWJPBBI-UHFFFAOYSA-N,[Ba++].[O-][B][O-],-2.340733519,0.0,1,G1,180.138,-3.1396,11.508,4,2,0,4,0,17,0,0,0,0,46.12,65.59601478,0.0,6.0,
